accident_id,timestamp,lat,lng,nearest_cluster,road_type,speed_limit,lane_count,traffic_density,weather,time_of_day,hour,day_of_week,is_weekend,month,nearby_defect_count_500m,defect_severity_index,risk_score,accident_severity_code,is_high_risk
ACC-PRG-21713,2026-01-08T09:31:00,25.459222,81.841572,Civil Lines,Dense Urban Street,40,2,Moderate,Dense Fog / Smog,Morning Rush,9,3,0,1,25,10.0,0.3891,0,0
ACC-PRG-21714,2026-01-03T13:24:00,25.455595,81.850053,Katra / Allahabad Univ,Dense Urban Street,30,1,Low,Dense Fog / Smog,Afternoon Off-Peak,13,5,1,1,20,10.0,0.2783,0,0
ACC-PRG-21715,2025-12-23T21:58:00,25.420587,81.812437,Kareli Urban Zone,Local Residential,30,2,High,Rain,Late Night,21,1,0,12,6,10.0,0.3395,0,0
ACC-PRG-21716,2026-04-05T20:46:00,25.339907,81.761555,Naini Old Bridge (Yamuna),Bridge / Flyover,40,2,Moderate,Clear,Evening Rush,20,6,1,4,0,0.0,0.158,0,0
ACC-PRG-21717,2026-01-06T12:23:00,25.421265,81.855553,Naini Old Bridge (Yamuna),Bridge / Flyover,35,4,High,Clear,Afternoon Off-Peak,12,1,0,1,22,10.0,0.3101,0,0
ACC-PRG-21718,2025-10-09T03:53:00,25.450281,81.831059,MG Marg Corridor,State Highway,45,4,High,Clear,Early Hours,3,3,0,10,39,10.0,0.2979,0,0
ACC-PRG-21719,2025-04-16T00:00:00,25.448054,81.817479,Prayagraj Junction (Civil Lines side),Local Residential,25,2,Moderate,Dust Storm,Early Hours,0,2,0,4,3,10.0,0.3828,0,0
ACC-PRG-21720,2026-05-13T04:34:00,25.43547,81.727373,Katra / Allahabad Univ,Local Residential,30,2,Low,Clear,Early Hours,4,2,0,5,0,0.0,0.1731,0,0
ACC-PRG-21721,2025-05-05T11:55:00,25.45348,81.82824,Prayagraj Junction (Civil Lines side),Dense Urban Street,25,1,Moderate,Monsoon Overcast,Afternoon Off-Peak,11,0,0,5,28,10.0,0.2775,0,0
ACC-PRG-21722,2025-06-08T09:00:00,25.445633,81.894723,Shastri Bridge (Ganga),Bridge / Flyover,50,4,Moderate,Clear,Morning Rush,9,6,1,6,11,10.0,0.3093,0,0
ACC-PRG-21723,2025-11-01T01:00:00,25.506436,81.843494,Curzon Bridge / Phaphamau,Bridge / Flyover,50,2,High,Clear,Early Hours,1,5,1,11,3,10.0,0.3508,0,0
ACC-PRG-21724,2025-04-29T07:23:00,25.509421,81.937953,NH-19 Bypass (Varanasi-Kanpur),National Highway,80,4,High,Dust Storm,Morning Rush,7,1,0,4,9,10.0,0.4725,1,0
ACC-PRG-21725,2025-11-18T06:20:00,25.43734,81.765118,Jhalwa / IIIT-A Corridor,State Highway,45,2,Low,Monsoon Overcast,Morning Rush,6,1,0,11,3,6.0,0.3511,0,0
ACC-PRG-21726,2026-03-24T09:07:00,25.507854,81.782372,Naini Old Bridge (Yamuna),Bridge / Flyover,30,4,Congested,Clear,Morning Rush,9,1,0,3,0,0.0,0.1175,0,0
ACC-PRG-21727,2026-04-21T16:15:00,25.450646,81.824107,MG Marg Corridor,Suburban Arterial,45,2,High,Clear,Evening Rush,16,1,0,4,23,10.0,0.31,0,0
ACC-PRG-21728,2025-10-22T22:21:00,25.448082,81.855353,Georgetown,Dense Urban Street,35,2,High,Clear,Late Night,22,2,0,10,22,10.0,0.2276,0,0
ACC-PRG-21729,2026-06-07T03:59:00,25.423923,81.854276,Naini Old Bridge (Yamuna),Bridge / Flyover,35,4,Moderate,Clear,Early Hours,3,6,1,6,19,10.0,0.3104,0,0
ACC-PRG-21730,2025-05-12T17:02:00,25.510293,81.948457,NH-19 Bypass (Varanasi-Kanpur),National Highway,80,4,Low,Clear,Evening Rush,17,0,0,5,0,0.0,0.2986,0,0
ACC-PRG-21731,2026-07-27T20:45:00,25.436138,81.773049,Jhalwa / IIIT-A Corridor,Suburban Arterial,45,2,Moderate,Monsoon Overcast,Evening Rush,20,0,0,7,7,10.0,0.3383,0,0
ACC-PRG-21732,2025-04-10T07:52:00,25.368227,81.860247,Naini Industrial Area,Suburban Arterial,50,4,Moderate,Clear,Morning Rush,7,3,0,4,3,10.0,0.3239,1,0
ACC-PRG-21733,2026-02-17T19:36:00,25.511876,81.856898,Phaphamau NH-19 Junction,National Highway,70,6,Moderate,Clear,Evening Rush,19,1,0,2,11,10.0,0.3088,1,0
ACC-PRG-21734,2025-11-10T22:49:00,25.439232,81.853731,Rambagh Railway Station Area,Local Residential,30,1,Moderate,Clear,Late Night,22,0,0,11,20,10.0,0.3543,0,0
ACC-PRG-21735,2026-03-17T18:40:00,25.452903,81.733256,GT Road / Bamrauli Corridor,National Highway,65,6,Moderate,Clear,Evening Rush,18,1,0,3,12,10.0,0.3057,0,0
ACC-PRG-21736,2025-03-10T23:03:00,25.437702,81.731117,GT Road / Bamrauli Corridor,National Highway,65,6,Moderate,Clear,Late Night,23,0,0,3,3,8.25,0.3384,0,0
ACC-PRG-21737,2025-02-14T02:25:00,25.458882,81.847901,Katra / Allahabad Univ,Local Residential,30,2,Low,Clear,Early Hours,2,4,0,2,19,10.0,0.2626,0,0
ACC-PRG-21738,2026-07-20T01:08:00,25.428374,81.880074,Sangam / Daraganj,Dense Urban Street,30,2,Low,Rain,Early Hours,1,0,0,7,15,10.0,0.4016,0,0
ACC-PRG-21739,2026-02-12T09:17:00,25.430738,81.892931,Shastri Bridge (Ganga),Bridge / Flyover,50,4,High,Clear,Morning Rush,9,3,0,2,10,10.0,0.343,0,0
ACC-PRG-21740,2025-07-08T07:47:00,25.450266,81.841097,Civil Lines,Local Residential,40,1,Moderate,Clear,Morning Rush,7,1,0,7,30,10.0,0.2937,0,0
ACC-PRG-21741,2026-04-11T22:08:00,25.442375,81.836725,MG Marg Corridor,Suburban Arterial,45,4,Moderate,Clear,Late Night,22,5,1,4,27,10.0,0.3133,1,0
ACC-PRG-21742,2025-12-02T17:21:00,25.490089,81.867095,Teliyarganj / MNNIT Area,Local Residential,40,1,Moderate,Clear,Evening Rush,17,1,0,12,10,10.0,0.3052,1,0
ACC-PRG-21743,2025-10-12T05:23:00,25.504828,81.852288,Teliyarganj / MNNIT Area,Dense Urban Street,40,1,Moderate,Clear,Early Hours,5,6,1,10,7,10.0,0.2621,0,0
ACC-PRG-21744,2025-10-26T11:11:00,25.41364,81.824229,Kareli Urban Zone,Dense Urban Street,30,2,High,Dense Fog / Smog,Afternoon Off-Peak,11,6,1,10,9,10.0,0.3079,1,0
ACC-PRG-21745,2025-08-20T01:17:00,25.420424,81.85059,Naini Old Bridge (Yamuna),Bridge / Flyover,35,2,High,Clear,Early Hours,1,2,0,8,14,10.0,0.3102,0,0
ACC-PRG-21746,2025-04-12T15:18:00,25.419875,81.876744,Sangam / Daraganj,Dense Urban Street,30,1,Low,Dust Storm,Afternoon Off-Peak,15,5,1,4,6,10.0,0.3704,0,0
ACC-PRG-21747,2025-07-01T03:22:00,25.509824,81.934394,NH-19 Bypass (Varanasi-Kanpur),National Highway,80,4,High,Rain,Early Hours,3,1,0,7,14,10.0,0.5267,1,0
ACC-PRG-21748,2025-01-06T12:14:00,25.513846,81.854088,Curzon Bridge / Phaphamau,Bridge / Flyover,50,4,High,Dust Storm,Afternoon Off-Peak,12,0,0,1,10,10.0,0.4113,1,0
ACC-PRG-21749,2025-06-10T16:02:00,25.38119,81.861469,Naini Industrial Area,State Highway,50,2,Low,Clear,Evening Rush,16,1,0,6,7,10.0,0.2923,0,0
ACC-PRG-21750,2025-02-19T03:36:00,25.391484,81.862298,Naini Industrial Area,Major Arterial,50,2,Moderate,Clear,Early Hours,3,2,0,2,8,10.0,0.3414,0,0
ACC-PRG-21751,2025-03-05T00:03:00,25.432248,81.851052,Rambagh Railway Station Area,Dense Urban Street,30,2,Moderate,Clear,Early Hours,0,2,0,3,7,10.0,0.2615,0,0
ACC-PRG-21752,2026-01-21T22:45:00,25.438008,81.896145,Shastri Bridge (Ganga),Bridge / Flyover,50,4,Low,Dense Fog / Smog,Late Night,22,2,0,1,11,10.0,0.4656,0,0
ACC-PRG-21753,2025-01-03T23:28:00,25.430248,81.84628,Jhalwa / IIIT-A Corridor,Suburban Arterial,50,2,Moderate,Dense Fog / Smog,Late Night,23,4,0,1,10,10.0,0.4002,0,0
ACC-PRG-21754,2025-08-11T04:47:00,25.440221,81.775059,Jhalwa / IIIT-A Corridor,State Highway,45,4,Moderate,Clear,Early Hours,4,0,0,8,4,10.0,0.2415,0,0
ACC-PRG-21755,2026-01-21T09:28:00,25.429205,81.876196,Sangam / Daraganj,Dense Urban Street,30,2,Low,Dense Fog / Smog,Morning Rush,9,2,0,1,16,10.0,0.4376,0,0
ACC-PRG-21756,2025-07-20T21:39:00,25.325092,81.890134,Georgetown,Major Arterial,50,2,High,Rain,Late Night,21,6,1,7,0,0.0,0.2299,0,0
ACC-PRG-21757,2026-03-07T22:27:00,25.447348,81.859201,Rambagh Railway Station Area,Local Residential,30,1,High,Clear,Late Night,22,5,1,3,24,10.0,0.3807,0,0
ACC-PRG-21758,2025-01-28T18:10:00,25.455299,81.738232,GT Road / Bamrauli Corridor,National Highway,65,6,Moderate,Dense Fog / Smog,Evening Rush,18,1,0,1,9,10.0,0.3523,0,0
ACC-PRG-21759,2025-03-03T04:08:00,25.43208,81.879987,Sangam / Daraganj,Dense Urban Street,30,2,Moderate,Clear,Early Hours,4,0,0,3,21,10.0,0.2926,0,0
ACC-PRG-21760,2026-05-05T20:27:00,25.510377,81.920716,NH-19 Bypass (Varanasi-Kanpur),National Highway,80,4,Low,Clear,Evening Rush,20,1,0,5,4,10.0,0.4148,0,0
ACC-PRG-21761,2025-12-31T18:09:00,25.443926,81.852776,Rambagh Railway Station Area,Dense Urban Street,30,2,High,Clear,Evening Rush,18,2,0,12,31,10.0,0.3665,0,0
ACC-PRG-21762,2026-01-12T13:14:00,25.449228,81.85613,Georgetown,Dense Urban Street,35,1,Moderate,Monsoon Overcast,Afternoon Off-Peak,13,0,0,1,20,10.0,0.2542,0,0
ACC-PRG-21763,2025-02-11T00:47:00,25.445638,81.859754,Georgetown,Local Residential,35,1,Moderate,Clear,Early Hours,0,1,0,2,20,10.0,0.2819,0,0
ACC-PRG-21764,2025-03-16T06:09:00,25.4616,81.863609,Naini Old Bridge (Yamuna),National Highway,80,6,Moderate,Clear,Morning Rush,6,6,1,3,9,10.0,0.3958,0,0
ACC-PRG-21765,2025-08-02T04:30:00,25.492558,81.836143,Teliyarganj / MNNIT Area,Local Residential,40,1,Moderate,Monsoon Overcast,Early Hours,4,5,1,8,0,0.0,0.2095,0,0
ACC-PRG-21766,2026-05-24T13:21:00,25.508217,81.85239,Curzon Bridge / Phaphamau,Bridge / Flyover,50,4,High,Clear,Afternoon Off-Peak,13,6,1,5,11,10.0,0.3107,1,0
ACC-PRG-21767,2025-04-11T08:42:00,25.414873,81.859286,Naini Old Bridge (Yamuna),Bridge / Flyover,35,4,High,Dust Storm,Morning Rush,8,4,0,4,14,10.0,0.3522,0,0
ACC-PRG-21768,2025-07-08T13:28:00,25.442456,81.742402,GT Road / Bamrauli Corridor,National Highway,65,4,High,Monsoon Overcast,Afternoon Off-Peak,13,1,0,7,8,10.0,0.4055,0,0
ACC-PRG-21769,2025-10-14T10:22:00,25.422491,81.849491,Naini Old Bridge (Yamuna),Bridge / Flyover,35,2,Moderate,Clear,Afternoon Off-Peak,10,1,0,10,14,10.0,0.2729,1,0
ACC-PRG-21770,2026-01-31T19:30:00,25.488454,81.864679,Teliyarganj / MNNIT Area,Local Residential,40,2,Moderate,Dust Storm,Evening Rush,19,5,1,1,14,10.0,0.4194,0,0
ACC-PRG-21771,2025-10-22T22:23:00,25.424668,81.888455,Shastri Bridge (Ganga),Bridge / Flyover,50,2,Moderate,Rain,Late Night,22,2,0,10,8,10.0,0.3667,0,0
ACC-PRG-21772,2026-02-28T18:08:00,25.408434,81.826769,Kareli Urban Zone,Local Residential,30,2,Moderate,Monsoon Overcast,Evening Rush,18,5,1,2,5,10.0,0.3638,1,0
ACC-PRG-21773,2025-02-25T13:49:00,25.388146,81.871447,Naini Industrial Area,State Highway,50,4,High,Clear,Afternoon Off-Peak,13,1,0,2,8,10.0,0.3065,0,0
ACC-PRG-21774,2025-01-23T19:28:00,25.521972,81.8803,Phaphamau NH-19 Junction,National Highway,70,4,Moderate,Dense Fog / Smog,Evening Rush,19,3,0,1,2,2.5,0.4194,1,0
ACC-PRG-21775,2025-04-23T09:27:00,25.423146,81.855045,Naini Old Bridge (Yamuna),Bridge / Flyover,35,4,Congested,Dust Storm,Morning Rush,9,2,0,4,16,10.0,0.3455,0,0
ACC-PRG-21776,2026-05-21T14:35:00,25.497688,81.853947,Curzon Bridge / Phaphamau,Bridge / Flyover,50,2,Moderate,Dust Storm,Afternoon Off-Peak,14,3,0,5,10,10.0,0.4252,0,0
ACC-PRG-21777,2026-04-20T04:23:00,25.445018,81.854399,Rambagh Railway Station Area,Local Residential,30,1,Moderate,Clear,Early Hours,4,0,0,4,29,10.0,0.2525,0,0
ACC-PRG-21778,2025-10-27T14:35:00,25.458311,81.821246,Prayagraj Junction (Civil Lines side),Dense Urban Street,25,1,Low,Clear,Afternoon Off-Peak,14,0,0,10,10,10.0,0.2595,0,0
ACC-PRG-21779,2025-10-04T10:04:00,25.417928,81.853783,Naini Old Bridge (Yamuna),Bridge / Flyover,35,4,Moderate,Clear,Afternoon Off-Peak,10,5,1,10,19,10.0,0.3655,1,0
ACC-PRG-21780,2025-07-21T13:40:00,25.505064,81.920553,NH-19 Bypass (Varanasi-Kanpur),National Highway,80,4,High,Clear,Afternoon Off-Peak,13,0,0,7,4,7.75,0.3659,1,0
ACC-PRG-21781,2025-01-05T03:04:00,25.444201,81.851642,Prayagraj Junction (Civil Lines side),Dense Urban Street,25,1,High,Dust Storm,Early Hours,3,6,1,1,35,10.0,0.3797,1,0
ACC-PRG-21782,2025-10-02T04:24:00,25.444135,81.820607,Prayagraj Junction (Civil Lines side),Dense Urban Street,25,1,Congested,Rain,Early Hours,4,3,0,10,12,10.0,0.2932,0,0
ACC-PRG-21783,2026-01-26T00:50:00,25.502823,81.930805,NH-19 Bypass (Varanasi-Kanpur),National Highway,80,6,Moderate,Dense Fog / Smog,Early Hours,0,0,0,1,8,10.0,0.5296,2,1
ACC-PRG-21784,2026-01-26T00:54:00,25.437852,81.881604,Sangam / Daraganj,Local Residential,30,2,High,Clear,Early Hours,0,0,0,1,23,10.0,0.2837,1,0
ACC-PRG-21785,2026-01-15T13:17:00,25.419882,81.85137,Naini Old Bridge (Yamuna),Bridge / Flyover,35,2,Low,Dense Fog / Smog,Afternoon Off-Peak,13,3,0,1,15,10.0,0.4717,0,0
ACC-PRG-21786,2025-04-06T18:59:00,25.458676,81.854396,Katra / Allahabad Univ,Dense Urban Street,30,1,Low,Clear,Evening Rush,18,6,1,4,14,10.0,0.1874,0,0
ACC-PRG-21787,2025-04-23T15:22:00,25.418632,81.825855,Kareli Urban Zone,Dense Urban Street,30,1,Moderate,Monsoon Overcast,Afternoon Off-Peak,15,2,0,4,17,10.0,0.2543,0,0
ACC-PRG-21788,2025-02-06T09:16:00,25.441745,81.833549,Prayagraj Junction (Civil Lines side),Dense Urban Street,25,2,Low,Clear,Morning Rush,9,3,0,2,24,10.0,0.2189,0,0
ACC-PRG-21789,2026-02-20T12:57:00,25.532405,81.861275,Phaphamau NH-19 Junction,National Highway,70,4,High,Clear,Afternoon Off-Peak,12,4,0,2,9,10.0,0.3371,1,0
ACC-PRG-21790,2025-04-16T08:32:00,25.504133,81.860646,Curzon Bridge / Phaphamau,Bridge / Flyover,50,4,Moderate,Clear,Morning Rush,8,2,0,4,11,10.0,0.4424,0,0
ACC-PRG-21791,2025-02-13T19:40:00,25.45247,81.82195,Prayagraj Junction (Civil Lines side),Local Residential,25,2,Moderate,Clear,Evening Rush,19,3,0,2,19,10.0,0.3494,0,0
ACC-PRG-21792,2026-04-07T17:16:00,25.437283,81.857621,Rambagh Railway Station Area,Dense Urban Street,30,1,High,Clear,Evening Rush,17,1,0,4,17,10.0,0.3609,1,0
ACC-PRG-21793,2026-06-24T22:35:00,25.364398,81.857971,Naini Industrial Area,Major Arterial,50,4,High,Clear,Late Night,22,2,0,6,1,5.25,0.3426,0,0
ACC-PRG-21794,2026-02-03T13:51:00,25.386062,81.857834,Naini Industrial Area,State Highway,50,2,Low,Clear,Afternoon Off-Peak,13,1,0,2,6,10.0,0.2828,0,0
ACC-PRG-21795,2026-06-18T06:42:00,25.478656,81.862381,Teliyarganj / MNNIT Area,Local Residential,40,1,Moderate,Clear,Morning Rush,6,3,0,6,3,6.0,0.3644,0,0
ACC-PRG-21796,2026-07-04T06:23:00,25.45507,81.86326,Kareli Urban Zone,State Highway,50,2,Moderate,Clear,Morning Rush,6,5,1,7,9,10.0,0.3284,0,0
ACC-PRG-21797,2026-07-13T11:15:00,25.517192,81.943819,NH-19 Bypass (Varanasi-Kanpur),National Highway,80,4,Congested,Rain,Afternoon Off-Peak,11,0,0,7,2,8.25,0.462,0,0
ACC-PRG-21798,2025-06-13T12:25:00,25.445689,81.835229,Prayagraj Junction (Civil Lines side),Dense Urban Street,25,2,Congested,Clear,Afternoon Off-Peak,12,4,0,6,36,10.0,0.3316,0,0
ACC-PRG-21799,2025-03-10T21:21:00,25.41664,81.814949,Kareli Urban Zone,Local Residential,30,2,Moderate,Clear,Late Night,21,0,0,3,9,10.0,0.3056,0,0
ACC-PRG-21800,2025-07-27T00:09:00,25.51782,81.863587,Curzon Bridge / Phaphamau,Bridge / Flyover,50,4,Moderate,Monsoon Overcast,Early Hours,0,6,1,7,10,10.0,0.311,1,0
ACC-PRG-21801,2026-01-29T13:37:00,25.523381,81.925512,NH-19 Bypass (Varanasi-Kanpur),National Highway,80,4,Moderate,Dense Fog / Smog,Afternoon Off-Peak,13,3,0,1,2,3.25,0.394,0,0
ACC-PRG-21802,2025-03-04T05:20:00,25.421681,81.788888,Jhalwa / IIIT-A Corridor,Suburban Arterial,45,4,Congested,Clear,Early Hours,5,1,0,3,3,10.0,0.2957,0,0
ACC-PRG-21803,2026-07-12T14:52:00,25.519043,81.871047,Phaphamau NH-19 Junction,National Highway,70,4,Moderate,Clear,Afternoon Off-Peak,14,6,1,7,21,10.0,0.3738,0,0
ACC-PRG-21804,2025-01-09T20:29:00,25.438186,81.853884,Rambagh Railway Station Area,Dense Urban Street,30,1,Congested,Dense Fog / Smog,Evening Rush,20,3,0,1,16,10.0,0.3994,1,0
ACC-PRG-21805,2025-04-29T03:56:00,25.43605,81.833928,Rambagh Railway Station Area,Local Residential,30,1,Moderate,Monsoon Overcast,Early Hours,3,1,0,4,8,10.0,0.272,0,0
ACC-PRG-21806,2026-02-04T06:00:00,25.452153,81.85949,Rambagh Railway Station Area,Dense Urban Street,30,1,Moderate,Clear,Morning Rush,6,2,0,2,17,10.0,0.3036,0,0
ACC-PRG-21807,2025-05-25T22:54:00,25.441641,81.878879,Sangam / Daraganj,Dense Urban Street,30,2,High,Clear,Late Night,22,6,1,5,8,10.0,0.3049,0,0
ACC-PRG-21808,2026-05-11T22:42:00,25.449396,81.837126,MG Marg Corridor,State Highway,45,2,High,Clear,Late Night,22,0,0,5,34,10.0,0.3031,1,0
ACC-PRG-21809,2026-05-02T03:24:00,25.532131,81.87709,GT Road / Bamrauli Corridor,National Highway,80,6,Moderate,Clear,Early Hours,3,5,1,5,3,10.0,0.3442,0,0
ACC-PRG-21810,2025-02-11T19:39:00,25.51722,81.932717,NH-19 Bypass (Varanasi-Kanpur),National Highway,80,6,Moderate,Clear,Evening Rush,19,1,0,2,7,10.0,0.3617,0,0
ACC-PRG-21811,2025-01-17T00:39:00,25.43553,81.860041,Georgetown,Dense Urban Street,35,1,Congested,Dense Fog / Smog,Early Hours,0,4,0,1,12,10.0,0.3485,1,0
ACC-PRG-21812,2026-01-09T06:49:00,25.40246,81.99724,Naini Old Bridge (Yamuna),Bridge / Flyover,60,2,Congested,Dense Fog / Smog,Morning Rush,6,4,0,1,0,0.0,0.3782,0,0
ACC-PRG-21813,2025-09-22T07:39:00,25.420688,81.86607,Sangam / Daraganj,Local Residential,30,1,Moderate,Dense Fog / Smog,Morning Rush,7,0,0,9,7,10.0,0.4083,0,0
ACC-PRG-21814,2025-04-27T10:31:00,25.522365,81.867212,Phaphamau NH-19 Junction,National Highway,70,4,Low,Monsoon Overcast,Afternoon Off-Peak,10,6,1,4,15,10.0,0.3914,1,0
ACC-PRG-21815,2025-04-09T01:04:00,25.457989,81.827449,MG Marg Corridor,Major Arterial,45,4,Low,Clear,Early Hours,1,2,0,4,22,10.0,0.2538,0,0
ACC-PRG-21816,2026-07-28T18:45:00,25.421001,81.860393,Naini Old Bridge (Yamuna),Bridge / Flyover,35,4,High,Clear,Evening Rush,18,1,0,7,11,10.0,0.4543,1,0
ACC-PRG-21817,2025-08-14T10:18:00,25.322767,81.842176,NH-19 Bypass (Varanasi-Kanpur),Dense Urban Street,40,2,Moderate,Rain,Afternoon Off-Peak,10,3,0,8,0,0.0,0.2317,0,0
ACC-PRG-21818,2025-04-21T09:36:00,25.42605,81.875851,Sangam / Daraganj,Dense Urban Street,30,2,Moderate,Clear,Morning Rush,9,0,0,4,9,10.0,0.3222,1,0
ACC-PRG-21819,2026-02-01T09:43:00,25.400939,81.762325,Prayagraj Junction (Civil Lines side),National Highway,80,4,Low,Rain,Morning Rush,9,6,1,2,0,0.0,0.2468,0,0
ACC-PRG-21820,2026-05-22T22:08:00,25.518143,81.860462,Curzon Bridge / Phaphamau,Bridge / Flyover,50,4,Moderate,Monsoon Overcast,Late Night,22,4,0,5,11,10.0,0.4087,0,0
ACC-PRG-21821,2026-02-07T17:21:00,25.44968,81.839385,Prayagraj Junction (Civil Lines side),Dense Urban Street,25,2,High,Clear,Evening Rush,17,5,1,2,29,10.0,0.323,0,0
ACC-PRG-21822,2025-05-25T00:34:00,25.446298,81.83159,MG Marg Corridor,Major Arterial,45,2,Moderate,Clear,Early Hours,0,6,1,5,34,10.0,0.2941,0,0
ACC-PRG-21823,2025-01-25T17:49:00,25.435515,81.83361,Civil Lines,Dense Urban Street,40,1,Moderate,Clear,Evening Rush,17,5,1,1,7,10.0,0.2683,0,0
ACC-PRG-21824,2025-07-22T07:20:00,25.502449,81.851502,Curzon Bridge / Phaphamau,Bridge / Flyover,50,2,Moderate,Monsoon Overcast,Morning Rush,7,1,0,7,7,10.0,0.4094,0,0
ACC-PRG-21825,2025-04-02T01:03:00,25.513615,81.858713,Curzon Bridge / Phaphamau,Bridge / Flyover,50,2,Moderate,Rain,Early Hours,1,2,0,4,11,10.0,0.4243,0,0
ACC-PRG-21826,2026-03-31T16:07:00,25.525648,81.8737,Phaphamau NH-19 Junction,National Highway,70,6,High,Clear,Evening Rush,16,1,0,3,13,10.0,0.4025,0,0
ACC-PRG-21827,2025-08-25T10:44:00,25.438793,81.849411,MG Marg Corridor,Major Arterial,45,4,Moderate,Monsoon Overcast,Afternoon Off-Peak,10,0,0,8,18,10.0,0.3139,1,0
ACC-PRG-21828,2025-02-21T19:47:00,25.434875,81.881226,Shastri Bridge (Ganga),Bridge / Flyover,50,4,High,Clear,Evening Rush,19,4,0,2,25,10.0,0.3774,0,0
ACC-PRG-21829,2025-09-06T13:25:00,25.44918,81.751019,GT Road / Bamrauli Corridor,National Highway,65,4,Moderate,Clear,Afternoon Off-Peak,13,5,1,9,4,10.0,0.3242,1,0
ACC-PRG-21830,2026-03-16T16:04:00,25.487703,81.779663,Naini Old Bridge (Yamuna),National Highway,80,6,High,Clear,Evening Rush,16,0,0,3,0,0.0,0.2321,0,0
ACC-PRG-21831,2025-01-04T11:58:00,25.461181,81.859734,Katra / Allahabad Univ,Dense Urban Street,30,1,Low,Dense Fog / Smog,Afternoon Off-Peak,11,5,1,1,10,10.0,0.3285,0,0
ACC-PRG-21832,2025-09-08T00:55:00,25.513637,81.866155,Curzon Bridge / Phaphamau,Bridge / Flyover,50,4,Congested,Rain,Early Hours,0,0,0,9,17,10.0,0.4514,0,0
ACC-PRG-21833,2025-05-23T03:35:00,25.445815,81.837467,Prayagraj Junction (Civil Lines side),Dense Urban Street,25,2,Low,Clear,Early Hours,3,4,0,5,29,10.0,0.1744,0,0
ACC-PRG-21834,2026-05-01T13:46:00,25.464365,81.728058,GT Road / Bamrauli Corridor,National Highway,65,4,High,Dust Storm,Afternoon Off-Peak,13,4,0,5,0,0.0,0.2485,0,0
ACC-PRG-21835,2026-05-13T13:30:00,25.384714,81.863975,Naini Industrial Area,Major Arterial,50,4,Moderate,Clear,Afternoon Off-Peak,13,2,0,5,14,10.0,0.3564,1,0
ACC-PRG-21836,2026-07-10T06:26:00,25.410595,81.856825,Naini Old Bridge (Yamuna),Bridge / Flyover,35,4,Moderate,Monsoon Overcast,Morning Rush,6,4,0,7,7,10.0,0.3489,1,0
ACC-PRG-21837,2026-02-11T20:10:00,25.430066,81.769547,Jhalwa / IIIT-A Corridor,State Highway,45,2,Moderate,Clear,Evening Rush,20,2,0,2,10,10.0,0.3023,0,0
ACC-PRG-21838,2026-06-12T22:32:00,25.446151,81.73643,GT Road / Bamrauli Corridor,National Highway,65,4,Moderate,Clear,Late Night,22,4,0,6,8,10.0,0.3855,0,0
ACC-PRG-21839,2025-06-23T05:35:00,25.34705,81.785583,Teliyarganj / MNNIT Area,Suburban Arterial,50,2,Moderate,Dust Storm,Early Hours,5,0,0,6,0,0.0,0.2478,0,0
ACC-PRG-21840,2026-08-03T17:06:00,25.529294,81.864772,Phaphamau NH-19 Junction,National Highway,70,6,High,Clear,Evening Rush,17,0,0,8,17,10.0,0.4308,0,0
ACC-PRG-21841,2026-05-23T12:18:00,25.411659,81.842544,Naini Old Bridge (Yamuna),Bridge / Flyover,35,2,Congested,Clear,Afternoon Off-Peak,12,5,1,5,2,10.0,0.3051,0,0
ACC-PRG-21842,2025-03-16T22:59:00,25.447236,81.834348,Civil Lines,Local Residential,40,1,High,Clear,Late Night,22,6,1,3,35,10.0,0.2516,1,0
ACC-PRG-21843,2025-07-12T18:04:00,25.425187,81.817983,Kareli Urban Zone,Dense Urban Street,30,2,High,Monsoon Overcast,Evening Rush,18,5,1,7,5,10.0,0.3576,0,0
ACC-PRG-21844,2026-03-28T02:41:00,25.431103,81.881365,Sangam / Daraganj,Local Residential,30,2,Low,Clear,Early Hours,2,5,1,3,21,10.0,0.278,1,0
ACC-PRG-21845,2025-01-05T22:38:00,25.431574,81.76443,Jhalwa / IIIT-A Corridor,State Highway,45,2,Moderate,Clear,Late Night,22,6,1,1,7,10.0,0.3456,0,0
ACC-PRG-21846,2026-04-20T01:40:00,25.437844,81.838819,Rambagh Railway Station Area,Dense Urban Street,30,1,Moderate,Clear,Early Hours,1,0,0,4,21,10.0,0.2995,0,0
ACC-PRG-21847,2025-06-03T10:40:00,25.379042,81.869657,Naini Industrial Area,Suburban Arterial,50,4,High,Clear,Afternoon Off-Peak,10,1,0,6,10,10.0,0.4141,0,0
ACC-PRG-21848,2025-01-24T12:42:00,25.454494,81.857327,Katra / Allahabad Univ,Local Residential,30,1,Congested,Dense Fog / Smog,Afternoon Off-Peak,12,4,0,1,15,10.0,0.2822,0,0
ACC-PRG-21849,2025-08-04T03:40:00,25.515177,81.8518,Curzon Bridge / Phaphamau,Bridge / Flyover,50,4,Low,Rain,Early Hours,3,0,0,8,11,10.0,0.379,0,0
ACC-PRG-21850,2025-01-21T04:51:00,25.431791,81.853125,Rambagh Railway Station Area,Dense Urban Street,30,2,High,Clear,Early Hours,4,1,0,1,7,10.0,0.3419,0,0
